Class_0,Class_1
0.4328930079936981,0.5671070218086243
0.3510856628417969,0.6489143371582031
0.10172279179096222,0.8982772827148438
0.1663084626197815,0.8336915969848633
0.4328930079936981,0.5671070218086243
0.3344241678714752,0.6655758619308472
0.30091291666030884,0.6990870833396912
0.5347958207130432,0.4652041792869568
0.7868640422821045,0.2131359577178955
0.864557147026062,0.1354428380727768
0.3510856628417969,0.6489143371582031
0.10172279179096222,0.8982772827148438
0.1663084626197815,0.8336915969848633
0.4328930079936981,0.5671070218086243
0.7892985343933105,0.21070152521133423
0.3344241678714752,0.6655758619308472
0.30091291666030884,0.6990870833396912
0.5347958207130432,0.4652041792869568
0.7868640422821045,0.2131359577178955
0.3510856628417969,0.6489143371582031
0.10172279179096222,0.8982772827148438
0.1663084626197815,0.8336915969848633
0.4328930079936981,0.5671070218086243
0.7892985343933105,0.21070152521133423
0.3344241678714752,0.6655758619308472
0.30091291666030884,0.6990870833396912
0.5347958207130432,0.4652041792869568
0.7868640422821045,0.2131359577178955
0.3510856628417969,0.6489143371582031
0.10172279179096222,0.8982772827148438
0.1663084626197815,0.8336915969848633
0.4328930079936981,0.5671070218086243
0.7892985343933105,0.21070152521133423
0.3344241678714752,0.6655758619308472
0.30091291666030884,0.6990870833396912
0.5347958207130432,0.4652041792869568
0.7868640422821045,0.2131359577178955
0.864557147026062,0.1354428380727768
0.10172279179096222,0.8982772827148438
0.1663084626197815,0.8336915969848633
0.4328930079936981,0.5671070218086243
0.3344241678714752,0.6655758619308472
0.30091291666030884,0.6990870833396912
0.5347958207130432,0.4652041792869568
0.7868640422821045,0.2131359577178955
0.864557147026062,0.1354428380727768
0.10172279179096222,0.8982772827148438
0.1663084626197815,0.8336915969848633
0.4328930079936981,0.5671070218086243
0.3344241678714752,0.6655758619308472
0.30091291666030884,0.6990870833396912
0.5347958207130432,0.4652041792869568
0.7868640422821045,0.2131359577178955
0.3510856628417969,0.6489143371582031
0.10172279179096222,0.8982772827148438
0.1663084626197815,0.8336915969848633
0.4328930079936981,0.5671070218086243
0.7892985343933105,0.21070152521133423
0.3344241678714752,0.6655758619308472
0.30091291666030884,0.6990870833396912
0.5347958207130432,0.4652041792869568
0.7868640422821045,0.2131359577178955
0.864557147026062,0.1354428380727768
0.3510856628417969,0.6489143371582031
0.10172279179096222,0.8982772827148438
0.1663084626197815,0.8336915969848633
0.4328930079936981,0.5671070218086243
0.3344241678714752,0.6655758619308472
0.30091291666030884,0.6990870833396912
0.5347958207130432,0.4652041792869568
0.7868640422821045,0.2131359577178955
0.864557147026062,0.1354428380727768
0.3510856628417969,0.6489143371582031
0.10172279179096222,0.8982772827148438
0.1663084626197815,0.8336915969848633
0.4328930079936981,0.5671070218086243
0.3344241678714752,0.6655758619308472
0.30091291666030884,0.6990870833396912
0.5347958207130432,0.4652041792869568
0.7868640422821045,0.2131359577178955
0.3510856628417969,0.6489143371582031
0.10172279179096222,0.8982772827148438
0.1663084626197815,0.8336915969848633
0.4328930079936981,0.5671070218086243
0.7892985343933105,0.21070152521133423
0.3344241678714752,0.6655758619308472
0.30091291666030884,0.6990870833396912
0.5347958207130432,0.4652041792869568
0.7868640422821045,0.2131359577178955
0.3510856628417969,0.6489143371582031
0.10172279179096222,0.8982772827148438
0.1663084626197815,0.8336915969848633
0.4328930079936981,0.5671070218086243
0.7892985343933105,0.21070152521133423
0.3344241678714752,0.6655758619308472
0.30091291666030884,0.6990870833396912
0.5347958207130432,0.4652041792869568
0.7868640422821045,0.2131359577178955
0.864557147026062,0.1354428380727768
0.10172279179096222,0.8982772827148438
0.1663084626197815,0.8336915969848633
0.4328930079936981,0.5671070218086243
0.3344241678714752,0.6655758619308472
0.30091291666030884,0.6990870833396912
0.5347958207130432,0.4652041792869568
0.7868640422821045,0.2131359577178955
0.864557147026062,0.1354428380727768
0.3510856628417969,0.6489143371582031
0.10172279179096222,0.8982772827148438
0.1663084626197815,0.8336915969848633
0.4328930079936981,0.5671070218086243
0.7892985343933105,0.21070152521133423
0.3344241678714752,0.6655758619308472
0.30091291666030884,0.6990870833396912
0.5347958207130432,0.4652041792869568
0.7868640422821045,0.2131359577178955
0.864557147026062,0.1354428380727768
0.10172279179096222,0.8982772827148438
0.1663084626197815,0.8336915969848633
0.4328930079936981,0.5671070218086243
0.3344241678714752,0.6655758619308472
0.30091291666030884,0.6990870833396912
0.5347958207130432,0.4652041792869568
0.7868640422821045,0.2131359577178955
0.3510856628417969,0.6489143371582031
0.10172279179096222,0.8982772827148438
0.1663084626197815,0.8336915969848633
0.4328930079936981,0.5671070218086243
0.7892985343933105,0.21070152521133423
0.3344241678714752,0.6655758619308472
0.30091291666030884,0.6990870833396912
0.5347958207130432,0.4652041792869568
0.7868640422821045,0.2131359577178955
0.3510856628417969,0.6489143371582031
0.10172279179096222,0.8982772827148438
0.1663084626197815,0.8336915969848633
0.47352302074432373,0.5264769792556763
0.7892985343933105,0.21070152521133423
0.3344241678714752,0.6655758619308472
0.30091291666030884,0.6990870833396912
0.5347958207130432,0.4652041792869568
0.7868640422821045,0.2131359577178955
0.864557147026062,0.1354428380727768
0.3510856628417969,0.6489143371582031
0.10172279179096222,0.8982772827148438
0.1663084626197815,0.8336915969848633
0.4328930079936981,0.5671070218086243
0.3344241678714752,0.6655758619308472
