Class_0,Class_1
0.4278406798839569,0.5721592903137207
0.3488871455192566,0.6511127948760986
0.0990719199180603,0.9009280800819397
0.1643504649400711,0.8356495499610901
0.4278406798839569,0.5721592903137207
0.3284913897514343,0.6715085506439209
0.2924395799636841,0.7075604200363159
0.5254029631614685,0.4745970666408539
0.7773576378822327,0.22264233231544495
0.8644751906394958,0.13552474975585938
0.3488871455192566,0.6511127948760986
0.0990719199180603,0.9009280800819397
0.1643504649400711,0.8356495499610901
0.4278406798839569,0.5721592903137207
0.7804901003837585,0.21950991451740265
0.3284913897514343,0.6715085506439209
0.2924395799636841,0.7075604200363159
0.5254029631614685,0.4745970666408539
0.7773576378822327,0.22264233231544495
0.3488871455192566,0.6511127948760986
0.0990719199180603,0.9009280800819397
0.1643504649400711,0.8356495499610901
0.4278406798839569,0.5721592903137207
0.7804901003837585,0.21950991451740265
0.3284913897514343,0.6715085506439209
0.2924395799636841,0.7075604200363159
0.5254029631614685,0.4745970666408539
0.7773576378822327,0.22264233231544495
0.3488871455192566,0.6511127948760986
0.0990719199180603,0.9009280800819397
0.1643504649400711,0.8356495499610901
0.4278406798839569,0.5721592903137207
0.7804901003837585,0.21950991451740265
0.3284913897514343,0.6715085506439209
0.2924395799636841,0.7075604200363159
0.5254029631614685,0.4745970666408539
0.7773576378822327,0.22264233231544495
0.8644751906394958,0.13552474975585938
0.0990719199180603,0.9009280800819397
0.1643504649400711,0.8356495499610901
0.4278406798839569,0.5721592903137207
0.3284913897514343,0.6715085506439209
0.2924395799636841,0.7075604200363159
0.5254029631614685,0.4745970666408539
0.7773576378822327,0.22264233231544495
0.8644751906394958,0.13552474975585938
0.0990719199180603,0.9009280800819397
0.1643504649400711,0.8356495499610901
0.4278406798839569,0.5721592903137207
0.3284913897514343,0.6715085506439209
0.2924395799636841,0.7075604200363159
0.5254029631614685,0.4745970666408539
0.7773576378822327,0.22264233231544495
0.3488871455192566,0.6511127948760986
0.0990719199180603,0.9009280800819397
0.1643504649400711,0.8356495499610901
0.4278406798839569,0.5721592903137207
0.7804901003837585,0.21950991451740265
0.3284913897514343,0.6715085506439209
0.2924395799636841,0.7075604200363159
0.5254029631614685,0.4745970666408539
0.7773576378822327,0.22264233231544495
0.8644751906394958,0.13552474975585938
0.3488871455192566,0.6511127948760986
0.0990719199180603,0.9009280800819397
0.1643504649400711,0.8356495499610901
0.4278406798839569,0.5721592903137207
0.3284913897514343,0.6715085506439209
0.2924395799636841,0.7075604200363159
0.5254029631614685,0.4745970666408539
0.7773576378822327,0.22264233231544495
0.8644751906394958,0.13552474975585938
0.3488871455192566,0.6511127948760986
0.0990719199180603,0.9009280800819397
0.1643504649400711,0.8356495499610901
0.4278406798839569,0.5721592903137207
0.3284913897514343,0.6715085506439209
0.2924395799636841,0.7075604200363159
0.5254029631614685,0.4745970666408539
0.7773576378822327,0.22264233231544495
